User_ID,Gender,Age,Marital_Status,Monthly_Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_12Mo,Bought_Digital_Books,Payment_Method,eReader_Adoption,Average_Spend_Monthly
2255,F,34,M,7,Yes,Yes,Yes,No,Website Account,Late Majority,23.67
8159,M,23,M,9,Yes,No,No,Yes,Bank Transfer,Early Adopter,2.367
7507,F,37,M,26,Yes,No,Yes,No,Monthly Billing,Early Adopter,23.67
4634,M,41,S,5,Yes,Yes,Yes,No,Website Account,Late Majority,4.734
8140,M,34,S,9,Yes,No,Yes,No,Monthly Billing,Late Majority,35.505
4854,M,61,M,10,Yes,Yes,Yes,Yes,Credit Card,Early Majority,26.037
9726,F,63,S,26,Yes,No,No,No,Bank Transfer,Early Majority,35.505
3834,F,20,S,30,No,No,Yes,No,Website Account,Early Adopter,14.202
8860,M,21,S,3,Yes,No,No,Yes,Website Account,Early Adopter,40.239
5568,F,38,M,3,Yes,Yes,Yes,No,Website Account,Late Majority,21.303
2966,M,57,M,2,Yes,Yes,No,Yes,Monthly Billing,Early Majority,33.138
4629,M,49,M,21,Yes,No,Yes,Yes,Website Account,Innovator,30.771
9220,F,30,M,17,Yes,No,Yes,No,Bank Transfer,Early Adopter,37.872
6525,F,34,M,6,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,9.468
4145,M,q,M,20,Yes,No,Yes,No,Website Account,Early Majority,37.872
4614,M,58,M,8,No,Yes,No,No,Credit Card,Late Majority,42.606
3581,M,27,M,20,Yes,No,No,No,Bank Transfer,Innovator,37.872
8010,F,23,M,9,Yes,No,Yes,Yes,Bank Transfer,Innovator,30.771
4639,M,60,M,6,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,44.973
8324,M,63,M,10,Yes,Yes,Yes,No,Website Account,Late Majority,21.303
4616,F,44,M,4,Yes,No,Yes,No,Bank Transfer,999,16.569
7273,F,53,S,2,Yes,Yes,Yes,No,Monthly Billing,Late Majority,42.606
7573,M,59,S,1,Yes,Yes,Yes,Yes,Website Account,Early Adopter,11.835
8991,M,,S,22,Yes,Yes,No,No,Credit Card,Innovator,21.303
5205,M,31,S,3,Yes,No,Yes,Yes,Monthly Billing,Early Adopter,28.404
3814,F,23,M,9,Yes,Yes,Yes,Yes,Website Account,Early Adopter,7.101
8232,M,51,S,80,Yes,Yes,No,No,Credit Card,Innovator,42.606
2987,F,32,M,10,Yes,Yes,Yes,No,Bank Transfer,Late Majority,28.404
9288,F,47,M,6,Yes,No,Yes,Yes,Website Account,Early Majority,26.037
3022,M,60,M,66,No,Yes,Yes,No,Website Account,Early Majority,21.303
3733,F,54,S,10,Yes,Yes,Yes,No,Monthly Billing,Late Majority,14.202
9981,M,63,S,6,Yes,No,No,No,Bank Transfer,Late Majority,35.505
1709,M,41,S,2,No,No,No,No,Monthly Billing,Late Majority,4.734
5938,M,61,M,1,Yes,No,Yes,No,Credit Card,Late Majority,30.771
8331,M,,M,9,Yes,Yes,Yes,No,Website Account,Late Majority,18.936
7631,F,35,S,82,Yes,No,No,No,Bank Transfer,Innovator,37.872
1159,F,56,M,67,Yes,Yes,Yes,No,Website Account,Early Adopter,2.367
7918,F,57,M,95,Yes,Yes,Yes,No,Monthly Billing,Early Adopter,26.037
8437,M,q,M,,,,,,,,
8180,M,56,M,,,,,,,,
4148,M,20,M,,,,,,,,
4438,F,63,S,8,Yes,No,Yes,No,Website Account,Late Majority,4.734
7065,M,34,M,9,Yes,No,Yes,Yes,Monthly Billing,Early Majority,2.367
9723,M,19,S,10,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,37.872
9939,M,60,S,2,Yes,Yes,No,No,Bank Transfer,Late Majority,11.835
1210,F,50,S,5,Yes,Yes,Yes,No,Bank Transfer,Late Majority,42.606
8591,M,,S,27,Yes,No,No,No,Monthly Billing,Early Majority,14.202
3384,F,21,S,24,Yes,No,No,No,Website Account,Early Adopter,23.67
6117,M,20,M,7,Yes,No,Yes,No,Monthly Billing,Early Majority,42.606
7683,F,42,M,1,Yes,No,Yes,Yes,Website Account,Early Adopter,21.303
5759,M,57,M,4,Yes,No,Yes,Yes,Credit Card,Early Majority,16.569
6260,F,43,S,68,Yes,Yes,Yes,No,Monthly Billing,Early Adopter,4.734
4921,M,37,M,4,Yes,Yes,No,No,Bank Transfer,Late Majority,18.936
3736,M,26,S,4,Yes,No,No,No,Credit Card,Late Majority,2.367
9458,F,26,S,5,No,No,No,Yes,Website Account,Early Adopter,40.239
1779,M,46,S,9,No,Yes,Yes,No,Bank Transfer,Late Majority,4.734
4633,F,62,S,65,Yes,No,No,No,Website Account,Early Majority,7.101
8916,M,54,S,30,No,Yes,Yes,Yes,Monthly Billing,8890,40.239
2542,F,19,M,10,Yes,Yes,Yes,No,Credit Card,Early Majority,37.872
3530,M,51,M,5,Yes,Yes,No,Yes,Monthly Billing,Early Adopter,35.505
5465,F,33,M,20,Yes,No,Yes,No,Website Account,Early Adopter,47.34
7465,M,55,M,3,Yes,Yes,Yes,No,Bank Transfer,Late Majority,14.202
7371,M,25,M,20,Yes,Yes,Yes,Yes,Website Account,Innovator,11.835
6377,M,19,S,17,Yes,No,Yes,No,Bank Transfer,Early Adopter,37.872
7915,F,25,M,6,Yes,No,Yes,Yes,Credit Card,Early Majority,9.468
8580,F,29,M,9,Yes,No,No,No,Bank Transfer,Late Majority,14.202
2769,F,52,S,2,Yes,No,No,No,Website Account,Late Majority,2.367
8545,M,24,M,6,No,Yes,Yes,Yes,Bank Transfer,Early Majority,21.303
9598,M,66,M,25,Yes,No,Yes,Yes,Bank Transfer,Early Majority,37.872
9096,M,17,M,2,Yes,Yes,Yes,No,Website Account,Early Majority,23.67
7264,M,51,M,73,Yes,Yes,Yes,No,Website Account,Early Adopter,4.734
4824,M,30,S,4,Yes,Yes,No,No,Bank Transfer,Late Majority,18.936
1743,M,60,M,8,Yes,No,Yes,No,Website Account,Late Majority,23.67
6546,M,45,M,3,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,7.101
6865,F,65,M,7,Yes,Yes,Yes,No,Bank Transfer,Late Majority,42.606
2308,M,17,M,7,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,47.34
1302,M,17,M,2,Yes,Yes,Yes,Yes,Bank Transfer,Innovator,30.771
8989,F,38,M,2,Yes,No,Yes,Yes,Bank Transfer,Early Adopter,21.303
6016,M,49,S,8,No,Yes,Yes,Yes,Website Account,Early Adopter,21.303
3616,M,30,S,9,Yes,Yes,Yes,Yes,Credit Card,Early Majority,23.67
9673,M,27,S,1,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,26.037
2488,F,36,S,3,Yes,No,Yes,Yes,Monthly Billing,Early Adopter,9.468
1890,F,57,S,28,Yes,No,Yes,Yes,Bank Transfer,Innovator,26.037
2968,M,38,S,64,Yes,No,Yes,No,Credit Card,Innovator,28.404
2840,F,37,S,3,Yes,Yes,Yes,No,Bank Transfer,Late Majority,35.505
5882,F,22,M,17,Yes,Yes,No,Yes,Credit Card,Innovator,18.936
7123,F,53,M,5,Yes,No,Yes,No,Monthly Billing,Late Majority,4.734
4981,M,62,M,23,Yes,Yes,Yes,No,Bank Transfer,Early Majority,1004.202
2525,M,52,S,100,Yes,Yes,Yes,No,Credit Card,Early Adopter,37.872
6530,F,45,M,27,Yes,Yes,No,Yes,Bank Transfer,Early Adopter,47.34
5711,M,59,M,22,Yes,Yes,Yes,No,Credit Card,Early Majority,23.67
2966,F,35,M,10,Yes,No,Yes,Yes,Bank Transfer,Early Majority,2.367
1070,M,33,M,1,No,No,Yes,No,Monthly Billing,Late Majority,
4148,M,62,M,4,Yes,Yes,No,No,Credit Card,Late Majority,
8123,F,31,S,9,Yes,Yes,Yes,No,Bank Transfer,Late Majority,
9559,M,52,S,10,Yes,Yes,Yes,Yes,Monthly Billing,Early Majority,
5880,F,27,M,2,Yes,Yes,Yes,Yes,Monthly Billing,Early Majority,
6637,M,60,M,50,Yes,No,Yes,No,Website Account,Early Majority,
4382,M,42,S,10,Yes,No,Yes,No,Bank Transfer,Late Majority,
8250,F,36,S,3,Yes,No,Yes,Yes,Bank Transfer,Early Adopter,
5898,F,26,M,9,Yes,No,Yes,No,Website Account,Late Majority,
5857,M,34,M,21,Yes,No,No,No,Website Account,Early Adopter,
9764,F,44,M,10,Yes,Yes,Yes,No,Monthly Billing,Late Majority,
8493,M,66,M,9,Yes,Yes,Yes,Yes,Monthly Billing,Early Majority,
9781,M,37,S,8,Yes,Yes,Yes,Yes,Monthly Billing,Early Adopter,
4943,F,64,S,7,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,
4526,F,64,S,61,Yes,No,Yes,Yes,Monthly Billing,Innovator,
8062,M,20,M,18,No,Yes,Yes,No,Website Account,Early Adopter,
6775,M,61,S,28,Yes,No,Yes,No,Website Account,999,
7324,M,20,M,1,Yes,Yes,Yes,No,Bank Transfer,Early Majority,44.973
6049,F,57,M,86,Yes,No,Yes,Yes,Monthly Billing,Innovator,33.138
8283,M,41,S,6,Yes,Yes,Yes,No,Credit Card,Late Majority,21.303
3565,M,23,S,4,Yes,No,Yes,Yes,Website Account,Early Adopter,18.936
2270,F,54,M,51,Yes,Yes,Yes,No,Bank Transfer,Early Adopter,18.936
4896,F,45,M,2,Yes,No,Yes,Yes,Website Account,Early Majority,42.606
4620,F,32,S,21,Yes,Yes,No,Yes,Credit Card,Innovator,26.037
1845,M,51,S,58,Yes,No,Yes,Yes,Website Account,Innovator,47.34
5999,M,41,M,28,Yes,Yes,Yes,No,Credit Card,Early Majority,44.973
9287,M,35,M,10,Yes,No,Yes,Yes,Website Account,Early Adopter,21.303
7571,F,28,M,59,Yes,Yes,Yes,No,Website Account,Innovator,2.367
3586,M,36,S,10,Yes,No,No,No,Website Account,Late Majority,47.34
5938,M,20,S,7,Yes,Yes,Yes,No,Bank Transfer,Early Majority,28.404
1690,M,21,S,21,Yes,Yes,Yes,No,Bank Transfer,Early Adopter,37.872
5446,F,29,M,3,No,No,Yes,Yes,Bank Transfer,Early Adopter,33.138
4532,F,47,M,3,Yes,No,Yes,Yes,Website Account,Early Majority,33.138
7674,F,46,M,7,Yes,Yes,Yes,Yes,Website Account,Early Majority,16.569
4866,F,37,M,19,Yes,No,No,Yes,Monthly Billing,Innovator,23.67
1367,F,41,M,2,Yes,Yes,Yes,Yes,Credit Card,Early Majority,18.936
1881,F,46,S,81,Yes,No,No,No,Website Account,Early Adopter,40.239
9440,F,47,S,5,Yes,Yes,Yes,Yes,Website Account,Early Majority,42.606
1045,F,37,M,2,Yes,No,Yes,Yes,Website Account,Early Adopter,7.101
6033,M,33,S,18,Yes,Yes,Yes,Yes,Credit Card,Innovator,42.606
1297,F,23,S,8,Yes,Yes,Yes,Yes,Website Account,Early Majority,7.101
6536,M,35,M,92,Yes,No,Yes,No,Bank Transfer,Innovator,23.67
9051,M,19,M,23,Yes,Yes,Yes,No,Bank Transfer,Early Adopter,940.239
6581,F,39,M,1,Yes,No,Yes,No,Monthly Billing,Late Majority,40.239
6452,F,44,M,6,Yes,Yes,No,No,Website Account,Late Majority,37.872
9397,M,55,M,4,Yes,Yes,No,No,Credit Card,Late Majority,14.202
4635,F,26,M,28,Yes,Yes,Yes,No,Website Account,Early Adopter,11.835
1689,M,64,M,6,Yes,Yes,Yes,No,Bank Transfer,Late Majority,26.037
2421,F,21,M,9,Yes,Yes,Yes,Yes,Website Account,Innovator,21.303
1906,F,23,M,5,Yes,No,Yes,Yes,Credit Card,Early Adopter,26.037
5177,M,54,M,3,Yes,Yes,Yes,No,Bank Transfer,Late Majority,33.138
3479,M,16,S,10,Yes,No,Yes,No,Bank Transfer,Early Majority,16.569
4304,M,40,S,30,Yes,Yes,Yes,No,Bank Transfer,Early Majority,47.34
5997,F,64,M,2,Yes,Yes,Yes,Yes,Credit Card,Late Majority,2.367
3280,M,44,S,8,Yes,Yes,Yes,Yes,Bank Transfer,Early Majority,2.367
1341,F,22,M,7,Yes,No,Yes,No,Website Account,Early Majority,42.606
1850,M,59,M,4,Yes,No,Yes,No,Credit Card,Late Majority,7.101
6053,F,51,M,99,Yes,No,No,Yes,Website Account,Innovator,16.569
3309,M,62,M,2,Yes,No,No,Yes,Bank Transfer,Early Adopter,9.468
9745,M,41,M,20,No,No,Yes,Yes,Monthly Billing,Early Adopter,47.34
1620,F,64,M,8,Yes,No,Yes,No,Monthly Billing,Late Majority,44.973
5408,M,61,M,91,Yes,No,No,No,Credit Card,Early Majority,11.835
2569,F,40,S,10,Yes,Yes,Yes,No,Website Account,Late Majority,4.734
3982,M,19,S,6,Yes,No,Yes,Yes,Bank Transfer,Early Adopter,40.239
5599,F,57,S,9,Yes,No,Yes,Yes,Bank Transfer,Early Majority,21.303
8336,M,47,M,5,Yes,No,Yes,Yes,Monthly Billing,Early Adopter,16.569
5219,F,33,S,22,Yes,No,No,Yes,Monthly Billing,Innovator,21.303
8476,M,20,M,7,Yes,No,No,No,Monthly Billing,Early Majority,18.936
3965,M,42,M,4,Yes,No,No,Yes,Website Account,Early Majority,37.872
5970,M,56,M,10,Yes,Yes,Yes,No,Website Account,Late Majority,37.872
5744,M,23,M,5,Yes,Yes,No,Yes,Credit Card,Early Adopter,
9764,F,39,M,27,No,No,Yes,No,Website Account,Early Majority,21.303
3347,F,40,M,1,Yes,No,Yes,No,Credit Card,Late Majority,33.138
8755,M,57,M,61,Yes,Yes,Yes,Yes,Website Account,Innovator,30.771
3863,F,36,S,19,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,44.973
8360,F,34,M,3,Yes,Yes,Yes,No,Bank Transfer,Late Majority,
7230,F,38,M,7,Yes,Yes,Yes,No,Website Account,Late Majority,2.367
4063,F,21,M,6,Yes,Yes,Yes,No,Website Account,Early Majority,42.606
5802,M,29,S,22,Yes,Yes,Yes,Yes,Website Account,Innovator,23.67
6223,M,52,M,5,Yes,No,No,Yes,Bank Transfer,Early Majority,11.835
4505,F,17,M,17,Yes,No,Yes,No,Credit Card,Early Adopter,28.404
4490,M,58,M,82,Yes,Yes,No,No,Website Account,Early Adopter,44.973
1036,F,44,S,1,Yes,No,Yes,No,Credit Card,Late Majority,
8834,M,53,M,3,Yes,No,Yes,No,Credit Card,Late Majority,26.037
7052,M,43,M,10,Yes,Yes,Yes,Yes,Bank Transfer,Early Majority,11.835
7870,F,59,M,9,Yes,No,Yes,No,Bank Transfer,Late Majority,7.101
2876,M,41,M,6,Yes,Yes,Yes,Yes,Credit Card,Early Majority,9.468
4972,M,26,S,7,No,No,Yes,Yes,Website Account,Early Majority,16.569
2080,F,34,S,26,Yes,Yes,Yes,Yes,Monthly Billing,Innovator,11.835
9516,M,55,S,1,Yes,Yes,Yes,Yes,Website Account,Late Majority,26.037
4625,F,55,M,8,Yes,Yes,Yes,Yes,Credit Card,Early Adopter,9.468
2167,M,23,M,10,Yes,Yes,Yes,No,Credit Card,Early Majority,40.239
5078,F,36,M,2,Yes,Yes,No,No,Website Account,Late Majority,28.404
7871,M,52,M,3,Yes,No,Yes,Yes,Website Account,Early Majority,42.606
6931,M,58,M,2,Yes,No,Yes,No,Credit Card,Late Majority,
9820,M,57,M,1,Yes,Yes,Yes,No,Website Account,Late Majority,44.973
1815,F,62,M,91,Yes,No,No,No,Website Account,Early Majority,14.202
5259,M,64,M,1,Yes,No,Yes,Yes,Bank Transfer,Late Majority,16.569
8693,F,47,S,4,Yes,No,Yes,Yes,Bank Transfer,Early Adopter,21.303
4847,M,57,S,26,Yes,No,Yes,Yes,Website Account,Innovator,4.734
1701,M,32,M,25,Yes,Yes,Yes,Yes,Monthly Billing,Innovator,37.872
3453,M,43,M,3,Yes,No,Yes,No,Monthly Billing,Late Majority,42.606
5167,M,21,M,6,Yes,Yes,Yes,No,Website Account,Early Majority,30.771
9332,F,42,S,73,Yes,Yes,Yes,No,Credit Card,Early Adopter,7.101
8322,F,28,M,5,Yes,No,Yes,No,Credit Card,Late Majority,18.936
8830,F,31,S,24,Yes,No,Yes,Yes,Bank Transfer,Early Adopter,33.138
8092,F,30,M,5,Yes,Yes,Yes,No,Website Account,Late Majority,7.101
3081,,20,S,6,Yes,Yes,No,No,Website Account,Early Majority,33.138
8451,M,35,S,5,Yes,No,Yes,No,Bank Transfer,Late Majority,33.138
3255,F,32,M,91,Yes,Yes,No,No,Monthly Billing,Innovator,33.138
9478,M,53,S,1,Yes,No,Yes,No,Website Account,Early Adopter,4.734
9111,F,34,S,4,Yes,No,Yes,No,Bank Transfer,Early Adopter,9.468
3807,F,48,S,3,Yes,Yes,No,Yes,Monthly Billing,Late Majority,28.404
5550,M,65,S,25,Yes,No,No,Yes,Credit Card,Early Majority,44.973
7905,F,53,S,25,Yes,Yes,No,No,Bank Transfer,Early Adopter,21.303
8395,M,64,S,8,Yes,No,Yes,Yes,Bank Transfer,Late Majority,18.936
2609,F,50,M,24,Yes,Yes,No,No,Bank Transfer,Innovator,42.606
8760,M,43,S,1,Yes,Yes,Yes,No,Website Account,Early Majority,21.303
7101,M,33,M,10,Yes,No,Yes,No,Monthly Billing,Innovator,44.973
2301,F,53,S,1,Yes,No,Yes,No,Website Account,Early Adopter,16.569
7526,M,35,M,30,Yes,Yes,Yes,No,Bank Transfer,Late Majority,21.303
7695,M,50,M,10,Yes,No,No,Yes,Credit Card,Innovator,4.734
7258,F,29,S,2,Yes,No,Yes,No,Website Account,Innovator,444.973
3454,M,34,S,29,Yes,No,Yes,Yes,Website Account,Late Majority,30.771
7352,M,63,M,5,Yes,Yes,Yes,Yes,Website Account,Early Adopter,7.101
5397,F,40,M,2,Yes,No,Yes,No,Bank Transfer,Early Adopter,11.835
2556,F,26,M,9,Yes,Yes,Yes,No,Bank Transfer,Early Majority,14.202
3741,M,28,M,4,Yes,No,Yes,Yes,Website Account,Late Majority,47.34
8884,M,54,S,19,Yes,Yes,Yes,No,Credit Card,Early Adopter,18.936
9870,F,61,M,29,Yes,Yes,Yes,No,Monthly Billing,Early Majority,42.606
3429,M,29,S,1,Yes,No,Yes,No,Website Account,Late Majority,28.404
9130,F,63,M,9,Yes,No,Yes,No,Website Account,Late Majority,47.34
8860,,51,M,1,Yes,Yes,Yes,No,Bank Transfer,Late Majority,4.734
5016,F,64,M,25,Yes,No,No,No,Website Account,Innovator,44.973
6950,F,49,S,6,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,2.367
7565,M,34,S,3,Yes,No,Yes,Yes,Bank Transfer,Early Adopter,35.505
4686,M,34,M,9,Yes,No,Yes,Yes,Website Account,Late Majority,35.505
8122,F,28,M,4,Yes,No,Yes,Yes,Bank Transfer,Early Adopter,26.037
9455,M,45,S,25,Yes,Yes,Yes,No,Website Account,Early Adopter,4.734
4625,M,57,S,5,Yes,No,Yes,No,Bank Transfer,Early Majority,11.835
2524,F,61,M,4,Yes,Yes,Yes,No,Website Account,Early Majority,44.973
8508,M,64,M,5,Yes,No,No,No,Bank Transfer,Early Majority,42.606
8191,M,66,M,21,Yes,Yes,Yes,No,Bank Transfer,Late Majority,23.67
7415,M,23,M,25,Yes,No,Yes,No,Website Account,Innovator,21.303
3721,M,43,S,8,Yes,Yes,Yes,Yes,Bank Transfer,Early Majority,7.101
8486,M,29,M,19,Yes,No,Yes,No,Bank Transfer,Late Majority,35.505
4314,F,46,S,21,Yes,Yes,Yes,No,Bank Transfer,Innovator,11.835
4388,M,46,S,8,Yes,No,Yes,Yes,Website Account,Late Majority,40.239
1167,M,46,S,83,Yes,No,No,No,Website Account,Early Adopter,2.367
2887,M,57,S,5,Yes,Yes,Yes,Yes,Bank Transfer,Late Majority,28.404
9926,M,43,S,7,Yes,Yes,Yes,Yes,Website Account,Early Majority,9.468
1225,F,46,S,4,Yes,No,Yes,Yes,Monthly Billing,Late Majority,28.404
8372,M,30,M,7,Yes,Yes,Yes,Yes,Website Account,Innovator,26.037
8009,M,58,S,2,Yes,No,Yes,No,Website Account,Late Majority,37.872
9321,M,64,M,1,Yes,No,Yes,No,Credit Card,Early Adopter,28.404
7041,,22,S,1,Yes,No,Yes,No,Bank Transfer,Late Majority,4.734
1595,F,36,S,95,Yes,No,Yes,No,Website Account,Late Majority,9.468
9768,F,61,M,80,Yes,No,No,No,Monthly Billing,Early Adopter,30.771
4299,F,21,S,9,Yes,No,No,No,Credit Card,Late Majority,18.936
4757,M,40,M,10,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,23.67
1643,M,51,S,18,Yes,No,Yes,Yes,Website Account,Early Adopter,4.734
6625,F,64,S,1,Yes,No,Yes,Yes,Website Account,Early Adopter,21.303
6711,F,44,S,1,Yes,No,Yes,No,Monthly Billing,Early Adopter,7.101
2310,F,64,M,66,No,Yes,No,Yes,Website Account,Late Majority,2.367
7793,M,41,S,7,Yes,Yes,Yes,No,Bank Transfer,Early Majority,9.468
1003,F,50,S,2,Yes,No,No,No,Website Account,Early Majority,47.34
3736,F,52,S,5,Yes,Yes,Yes,No,Credit Card,Early Majority,11.835
8773,M,62,M,7,Yes,No,Yes,No,Website Account,Innovator,35.505
9515,F,60,M,10,Yes,Yes,Yes,Yes,Monthly Billing,Early Adopter,47.34
9024,M,46,M,22,Yes,No,Yes,No,Credit Card,Early Adopter,33.138
8245,M,46,M,8,Yes,Yes,Yes,Yes,Monthly Billing,Early Adopter,23.67
7054,M,17,M,2,Yes,Yes,Yes,Yes,Website Account,Early Adopter,33.138
7790,F,28,M,10,Yes,No,Yes,No,Monthly Billing,Late Majority,3249.468
8466,M,41,S,4,Yes,No,No,Yes,Bank Transfer,Early Adopter,21.303
1202,M,43,M,85,Yes,Yes,No,Yes,Website Account,Early Majority,44.973
9076,F,33,S,3,Yes,Yes,Yes,No,Website Account,Early Majority,2.367
2273,M,44,M,28,Yes,Yes,Yes,Yes,Website Account,Early Adopter,42.606
2749,M,48,M,87,Yes,Yes,Yes,No,Bank Transfer,Early Adopter,35.505
9262,F,38,S,23,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter,30.771
3381,M,57,M,56,Yes,No,Yes,No,Website Account,Late Majority,14.202
9777,M,45,S,1,Yes,No,Yes,No,Credit Card,Early Majority,11.835
1883,M,32,S,5,Yes,Yes,Yes,Yes,Bank Transfer,Late Majority,26.037
2918,,51,M,8,Yes,Yes,Yes,No,Website Account,Early Majority,35.505
4454,F,40,M,26,Yes,Yes,Yes,Yes,Website Account,Early Majority,33.138
4211,F,63,M,52,No,Yes,No,Yes,Website Account,Early Majority,30.771
3109,F,50,S,6,Yes,Yes,No,Yes,Bank Transfer,Late Majority,33.138
3672,M,16,M,3,Yes,No,Yes,No,Credit Card,Early Majority,44.973
6156,F,49,M,5,Yes,No,Yes,No,Bank Transfer,Early Adopter,30.771
7674,F,45,M,20,Yes,Yes,Yes,Yes,Bank Transfer,Late Majority,21.303
9416,F,62,M,19,No,Yes,Yes,No,Bank Transfer,Early Majority,16.569
1985,M,61,M,6,Yes,Yes,Yes,No,Monthly Billing,Innovator,47.34
9509,M,47,S,22,Yes,No,No,Yes,Credit Card,Early Adopter,47.34
3818,M,44,M,17,Yes,No,No,No,Credit Card,Late Majority,11.835
2544,F,46,S,6,Yes,Yes,No,No,Bank Transfer,Early Adopter,44.973
7823,,26,M,19,Yes,Yes,Yes,No,Website Account,Early Majority,30.771
3342,F,35,S,17,Yes,Yes,No,No,Website Account,Early Adopter,23.67
4653,F,29,S,4,Yes,No,Yes,No,Website Account,Early Adopter,18.936
8587,F,49,M,18,No,Yes,Yes,No,Credit Card,Late Majority,16.569
6016,F,56,S,8,Yes,No,Yes,No,Website Account,Early Majority,37.872
8470,F,22,M,24,Yes,Yes,Yes,No,Credit Card,Early Adopter,16.569
7522,F,48,M,4,Yes,Yes,Yes,No,Bank Transfer,Late Majority,14.202
3757,,44,S,23,Yes,No,Yes,No,Website Account,Innovator,11.835
6838,F,47,S,6,Yes,Yes,No,Yes,Credit Card,Innovator,9.468
4771,F,53,S,3,Yes,No,Yes,Yes,Credit Card,Early Adopter,44.973
3316,F,53,M,10,Yes,No,Yes,Yes,Website Account,Early Majority,9.468
6172,M,22,M,9,Yes,No,No,No,Monthly Billing,Late Majority,21.303
3529,F,34,S,20,Yes,Yes,Yes,No,Website Account,Innovator,42.606
1828,M,19,M,28,Yes,Yes,Yes,Yes,Website Account,Early Adopter,2.367
6554,M,24,M,26,Yes,No,Yes,No,Bank Transfer,Early Majority,23.67
1298,M,54,M,7,Yes,No,Yes,Yes,Website Account,Early Adopter,14.202
9049,M,41,M,7,Yes,Yes,Yes,No,Website Account,Early Majority,28.404
1756,,65,S,18,Yes,Yes,Yes,Yes,Credit Card,Early Majority,7.101
5309,M,56,S,6,Yes,No,Yes,Yes,Bank Transfer,Early Majority,30.771
5592,F,56,S,29,Yes,No,No,Yes,Website Account,Early Adopter,44.973
8530,M,21,S,6,Yes,Yes,Yes,No,Bank Transfer,Innovator,2.367
9547,M,57,S,28,Yes,Yes,Yes,Yes,Bank Transfer,Innovator,26.037
5064,F,17,S,5,Yes,No,Yes,Yes,Website Account,Early Adopter,14.202
2669,F,36,M,1,Yes,No,Yes,Yes,Bank Transfer,Early Majority,9.468
4304,M,18,M,3,Yes,No,Yes,Yes,Monthly Billing,Early Majority,345630.771
5965,M,40,M,1,Yes,Yes,Yes,Yes,Bank Transfer,Early Majority,47.34
3204,F,27,M,19,Yes,Yes,Yes,Yes,Monthly Billing,Early Majority,30.771
7229,M,27,M,23,No,No,Yes,No,Monthly Billing,Early Majority,4.734
9711,,58,S,18,Yes,Yes,Yes,No,Website Account,Innovator,23.67
3291,F,26,S,27,Yes,No,Yes,Yes,Bank Transfer,Early Majority,28.404
2088,F,45,M,7,Yes,No,Yes,Yes,Bank Transfer,Early Majority,35.505
4632,F,43,M,6,Yes,Yes,Yes,Yes,Website Account,Early Majority,4.734
8450,M,48,S,79,Yes,Yes,Yes,Yes,Website Account,Late Majority,18.936
2048,F,32,M,18,Yes,No,Yes,No,Website Account,Early Adopter,
9630,F,26,M,8,Yes,No,Yes,Yes,Website Account,Early Majority,28.404
9982,,55,S,4,Yes,No,Yes,No,Monthly Billing,Early Adopter,35.505
2542,M,57,S,24,No,Yes,Yes,Yes,Bank Transfer,Early Majority,42.606
